state,month,year,rainfall_mm,pH,turbidity_NTU,dissolved_oxygen_mg_L,total_coliform_MPN,water_temp_C,risk_level,risk_score,primary_disease
Punjab,April,2024,37.6,8.05,0.78,7.35,96,32.15,moderate,30.99,Giardiasis
Arunachal Pradesh,December,2020,94.3,7.87,6.93,4.36,113,16.17,high,52.06,None
Jharkhand,June,2023,233.4,7.58,8.38,6.8,322,25.97,high,63.75,None
Mizoram,February,2024,0.0,6.97,5.24,8.01,107,17.66,low,21.48,None
Meghalaya,June,2021,539.8,6.41,15.44,6.21,529,31.44,severe,125.22,Cholera
Tripura,February,2022,25.1,8.12,4.88,6.36,115,21.16,moderate,41.24,Cholera
Manipur,March,2023,54.0,7.51,7.39,7.58,91,23.19,moderate,32.67,None
Kerala,January,2020,19.2,7.59,4.02,6.01,94,24.05,moderate,35.31,None
Haryana,April,2023,31.9,7.34,2.68,5.98,118,26.42,moderate,33.87,None
Nagaland,June,2024,326.1,6.58,8.17,5.01,406,26.43,severe,95.17,Hepatitis A
Himachal Pradesh,January,2020,58.5,7.19,2.0,5.63,97,24.79,moderate,29.85,None
Arunachal Pradesh,June,2020,365.8,6.6,11.27,5.51,408,30.98,severe,102.34,Dysentery
West Bengal,July,2024,246.8,7.41,12.78,5.98,535,24.91,severe,95.72,Typhoid Fever
Nagaland,January,2022,7.4,6.66,4.6,3.76,103,15.0,moderate,44.1,None
Goa,September,2020,235.4,6.52,10.42,7.24,307,22.91,high,61.59,Hepatitis A
Uttarakhand,March,2021,53.2,6.49,3.42,8.53,96,28.16,moderate,25.62,None
Andhra Pradesh,October,2020,126.1,7.19,1.25,5.15,97,25.19,moderate,30.95,Typhoid Fever
Nagaland,December,2021,93.5,7.18,3.23,8.13,91,15.0,low,17.36,None
Gujarat,August,2023,260.4,7.33,7.35,8.83,324,19.52,high,50.4,Cholera
Assam,February,2021,54.7,7.65,4.15,6.9,90,19.81,moderate,29.3,None
Assam,September,2021,272.9,7.11,12.27,7.22,343,27.83,high,67.75,None
Gujarat,June,2020,173.3,7.14,3.87,8.58,150,28.54,moderate,28.41,None
Karnataka,June,2024,142.2,6.58,2.14,5.27,142,29.78,moderate,41.22,None
Gujarat,February,2022,32.5,7.08,5.52,7.63,114,25.62,moderate,27.9,None
Jharkhand,June,2023,356.0,7.95,6.62,6.5,418,29.77,severe,92.31,None
Jharkhand,December,2024,135.3,6.57,7.06,8.01,89,24.42,moderate,29.53,Giardiasis
Uttarakhand,August,2024,371.5,6.7,11.93,5.42,427,27.79,severe,103.63,None
Tripura,February,2020,46.5,7.12,2.54,6.6,108,18.62,low,24.08,None
Meghalaya,January,2023,62.8,7.33,6.97,6.08,100,19.18,moderate,36.84,None
Tripura,June,2020,244.0,7.27,6.53,3.87,306,27.92,high,70.97,Typhoid Fever
Mizoram,January,2024,38.6,7.09,3.28,8.6,97,21.04,low,17.68,None
Mizoram,March,2022,54.8,7.37,4.25,7.58,90,23.0,low,24.8,None
Rajasthan,May,2022,2.1,8.5,2.21,7.02,100,29.05,moderate,38.84,Giardiasis
Assam,May,2020,58.3,7.48,2.6,7.78,89,30.81,moderate,25.41,None
Telangana,December,2021,114.4,7.11,3.25,5.32,97,19.59,moderate,30.7,Giardiasis
Telangana,June,2021,346.5,7.49,9.6,6.17,417,28.3,severe,94.92,None
Jharkhand,May,2022,9.1,8.2,2.1,5.67,93,22.92,moderate,38.61,None
Madhya Pradesh,May,2021,35.9,7.66,5.81,5.82,125,25.08,moderate,44.16,Giardiasis
Rajasthan,March,2021,21.1,8.31,3.85,4.52,122,23.44,high,52.12,None
Tripura,October,2022,71.9,7.74,7.6,6.54,103,24.78,moderate,42.59,None
Uttar Pradesh,February,2022,25.9,8.01,8.11,5.81,163,18.39,high,53.57,Giardiasis
Meghalaya,June,2020,267.2,7.16,5.17,9.76,366,23.58,high,50.33,None
Chhattisgarh,December,2023,76.8,7.49,1.25,4.03,118,24.56,moderate,41.33,None
Madhya Pradesh,July,2023,240.2,6.97,15.1,7.34,466,27.99,severe,84.4,None
Maharashtra,August,2021,121.6,6.44,0.5,5.59,136,27.95,moderate,36.22,Dysentery
Arunachal Pradesh,September,2023,249.4,6.95,7.63,8.36,346,27.18,high,53.95,None
Himachal Pradesh,February,2021,49.4,6.8,5.88,6.46,98,20.28,moderate,31.4,None
Himachal Pradesh,April,2022,56.5,6.37,3.56,5.96,74,28.58,moderate,35.31,None
West Bengal,March,2024,49.2,8.1,5.55,7.83,176,31.7,moderate,46.4,Hepatitis A
Haryana,February,2023,19.5,7.12,7.11,5.25,109,18.57,moderate,40.07,None
Punjab,July,2020,173.7,7.21,8.44,6.83,139,19.21,moderate,38.73,Hepatitis A
Arunachal Pradesh,June,2023,312.6,7.45,10.57,4.92,391,25.44,severe,99.43,Giardiasis
Nagaland,October,2021,135.3,6.81,5.65,7.44,109,25.93,moderate,29.87,None
Arunachal Pradesh,February,2022,38.0,7.17,2.68,4.31,98,20.07,moderate,35.35,Dysentery
Uttarakhand,August,2021,434.6,6.58,11.99,7.39,454,27.43,severe,96.41,Hepatitis A
Chhattisgarh,December,2023,88.5,6.93,2.72,8.13,112,15.0,low,17.34,None
West Bengal,September,2024,352.9,6.81,7.46,6.2,664,31.16,severe,117.36,Cholera
Assam,March,2020,38.5,7.97,3.58,6.72,104,20.95,moderate,34.13,Hepatitis A
Arunachal Pradesh,June,2022,295.7,6.99,10.79,7.11,361,28.92,high,66.69,None
Tripura,March,2020,31.2,7.49,5.13,8.51,116,18.91,moderate,26.76,Typhoid Fever
Uttar Pradesh,August,2024,380.2,7.14,10.14,6.77,774,25.47,severe,129.56,Dysentery
Telangana,August,2022,325.4,6.34,14.06,8.2,409,28.08,severe,95.59,None
Mizoram,August,2022,371.2,6.69,8.74,8.56,456,25.03,severe,82.43,None
Uttarakhand,April,2021,8.1,7.14,2.84,7.34,109,26.85,low,24.7,None
Sikkim,May,2020,59.1,7.1,3.76,6.7,112,29.64,moderate,31.04,None
Bihar,March,2021,18.6,6.94,2.75,8.07,210,23.89,moderate,29.04,None
West Bengal,December,2021,96.5,6.42,1.47,6.31,156,16.63,moderate,32.79,Cholera
Himachal Pradesh,March,2024,57.8,6.39,1.52,6.64,96,24.95,moderate,28.02,None
Sikkim,April,2023,24.8,7.47,4.02,4.17,111,23.72,moderate,44.85,None
Tripura,August,2021,163.2,7.54,6.8,6.47,154,20.5,moderate,42.3,None
Sikkim,October,2022,40.8,7.34,3.38,6.56,84,25.83,moderate,28.68,Giardiasis
Uttar Pradesh,November,2023,54.8,7.12,2.32,8.79,181,18.66,low,23.94,None
Uttar Pradesh,September,2021,293.5,5.93,15.29,8.22,618,23.63,severe,104.89,Giardiasis
Uttarakhand,May,2023,28.3,6.72,6.03,6.43,96,28.57,moderate,36.6,None
Gujarat,May,2021,35.9,7.13,1.3,10.63,110,30.48,low,20.14,None
Arunachal Pradesh,December,2021,171.9,7.0,0.5,5.33,109,17.44,moderate,25.25,None
Bihar,July,2022,464.8,7.28,11.11,7.51,1011,26.31,severe,158.07,Hepatitis A
Goa,October,2021,0.0,7.85,6.08,6.21,97,32.62,moderate,45.62,None
Karnataka,October,2023,66.4,7.96,3.04,5.36,101,24.99,moderate,41.47,Giardiasis
Gujarat,September,2020,289.6,6.3,7.95,7.73,366,23.81,high,62.76,Typhoid Fever
Rajasthan,September,2022,60.3,7.35,6.28,6.83,159,27.83,moderate,41.72,Giardiasis
Uttar Pradesh,October,2021,141.4,6.87,4.33,7.32,212,26.71,moderate,37.91,Cholera
Rajasthan,July,2024,79.6,7.21,6.51,5.39,147,23.7,moderate,44.72,None
Tamil Nadu,April,2023,20.0,7.3,1.68,7.15,95,31.78,moderate,26.0,None
Bihar,January,2020,21.4,7.11,1.86,6.7,218,22.86,moderate,34.55,None
Manipur,January,2024,22.1,6.99,3.07,7.54,113,23.4,low,21.54,Cholera
Rajasthan,October,2023,36.5,7.47,4.59,5.29,110,26.8,moderate,41.83,None
Mizoram,July,2023,279.1,7.67,6.35,6.68,360,21.63,high,62.81,None
Maharashtra,September,2024,229.4,7.12,8.1,4.46,309,24.91,high,68.45,Hepatitis A
Tamil Nadu,September,2023,259.1,6.95,13.87,7.32,327,23.0,high,65.84,Typhoid Fever
Manipur,August,2022,262.0,7.07,4.75,6.83,330,27.17,high,52.64,None
Odisha,January,2022,27.2,7.04,1.12,7.02,92,22.76,low,18.12,None
Telangana,September,2022,332.1,7.09,9.67,7.86,408,25.37,severe,77.31,Dysentery
Arunachal Pradesh,January,2020,19.9,8.01,0.5,7.0,95,24.88,moderate,28.04,None
Uttar Pradesh,February,2022,57.6,7.05,6.13,3.4,208,21.11,high,57.11,None
Tamil Nadu,December,2020,159.6,7.18,4.28,4.95,119,21.11,moderate,38.06,Typhoid Fever
Tamil Nadu,November,2024,60.0,6.41,3.15,6.82,96,18.8,moderate,27.7,None
Punjab,January,2024,92.9,6.51,1.07,7.71,108,15.88,low,19.29,None
Jharkhand,March,2022,22.9,6.82,0.65,7.16,95,20.85,low,17.22,Cholera
Chhattisgarh,August,2023,357.0,7.89,7.31,8.16,411,22.83,severe,79.24,None
Bihar,July,2020,318.6,7.1,16.11,7.29,771,33.34,severe,144.65,Cholera
Uttarakhand,December,2022,85.6,7.1,4.67,6.44,109,18.56,moderate,29.04,Giardiasis
Chhattisgarh,September,2023,254.8,6.26,9.06,8.37,346,27.18,high,63.71,Dysentery
Sikkim,December,2022,80.8,7.2,7.74,6.69,93,20.74,moderate,33.7,None
Sikkim,August,2023,240.6,6.7,9.85,8.96,339,28.04,high,60.62,Dysentery
Uttar Pradesh,May,2022,0.0,7.55,5.17,9.54,163,26.38,moderate,35.33,None
Tripura,August,2020,541.6,7.58,13.26,8.02,538,18.28,severe,103.34,Dysentery
Maharashtra,August,2024,314.2,7.21,4.49,5.69,393,16.48,high,74.32,Cholera
Goa,February,2023,31.1,6.3,0.5,5.69,96,15.57,moderate,29.15,None
Maharashtra,June,2022,312.0,6.81,8.33,5.73,354,28.6,severe,83.53,Giardiasis
Andhra Pradesh,December,2023,224.4,7.31,9.37,7.83,232,22.14,moderate,46.96,None
Tamil Nadu,February,2024,63.3,7.44,4.86,5.91,123,20.37,moderate,37.06,None
Bihar,February,2022,49.4,7.33,8.35,7.24,178,15.0,moderate,41.6,Dysentery
Mizoram,February,2024,43.9,6.85,3.54,6.28,97,20.21,moderate,26.98,None
Punjab,May,2024,37.2,6.9,2.98,8.32,112,27.01,low,21.66,Hepatitis A
Nagaland,November,2020,69.3,7.49,2.22,7.43,95,15.95,low,21.69,None
Madhya Pradesh,October,2022,86.8,7.71,10.66,10.66,118,15.0,moderate,40.22,None
Tamil Nadu,August,2023,121.1,6.86,5.08,10.93,144,26.5,moderate,29.21,None
Gujarat,September,2023,165.5,7.67,3.77,6.33,138,28.61,moderate,40.7,Giardiasis
Mizoram,October,2021,246.2,6.84,5.55,9.04,227,26.22,moderate,38.51,None
Assam,April,2022,19.4,7.26,6.49,9.23,117,33.26,moderate,33.91,None
Bihar,March,2020,24.9,6.44,4.34,5.44,244,27.47,high,55.21,None
Gujarat,October,2021,39.6,7.13,7.21,5.95,108,22.72,moderate,38.13,None
Mizoram,May,2024,4.9,6.7,5.69,3.55,95,26.42,moderate,49.34,None
Manipur,October,2024,85.8,7.5,3.84,7.29,108,23.48,moderate,28.77,None
Rajasthan,March,2022,22.4,8.36,5.68,6.54,107,22.88,moderate,44.4,None
Bihar,April,2024,33.7,7.22,0.5,5.81,218,23.86,moderate,37.88,Dysentery
Himachal Pradesh,October,2024,100.1,6.6,4.87,6.09,103,21.76,moderate,34.47,None
Haryana,August,2023,366.2,6.47,5.91,6.53,421,24.15,severe,82.37,None
Andhra Pradesh,December,2020,204.9,6.9,6.84,6.58,200,25.15,moderate,44.35,Dysentery
Maharashtra,June,2022,223.7,7.1,9.85,2.94,325,25.1,severe,81.05,Cholera
Gujarat,March,2020,10.8,7.41,5.22,5.35,103,22.03,moderate,39.11,None
Assam,May,2021,22.4,6.97,1.39,6.73,79,31.2,low,22.93,None
Tripura,March,2021,40.1,7.59,1.64,8.57,99,25.42,low,21.79,None
Goa,February,2020,57.4,7.46,2.7,7.14,93,17.94,low,23.6,None
Mizoram,May,2021,39.4,6.9,2.37,8.47,82,33.48,low,20.68,None
Himachal Pradesh,January,2024,49.0,7.76,5.21,6.28,84,24.01,moderate,37.02,None
Chhattisgarh,September,2021,451.8,8.04,10.97,6.88,502,24.23,severe,108.31,Typhoid Fever
Punjab,July,2022,216.3,7.19,4.06,6.08,321,17.16,high,51.72,None
Himachal Pradesh,September,2023,114.5,7.84,4.74,3.83,154,25.2,high,56.73,None
Nagaland,August,2022,376.0,6.42,12.73,7.86,436,26.64,severe,94.66,Hepatitis A
Andhra Pradesh,May,2020,29.0,6.96,6.33,8.4,113,27.38,moderate,28.05,None
Telangana,April,2023,30.5,7.37,0.5,9.27,114,25.91,low,19.05,None
Mizoram,June,2022,389.5,7.51,11.12,9.46,457,26.52,severe,91.56,Giardiasis
Jharkhand,February,2022,43.9,7.77,5.29,6.81,99,15.92,moderate,34.13,None
West Bengal,March,2024,60.1,7.58,5.86,4.79,158,22.4,high,50.57,None
Nagaland,June,2024,327.8,6.77,6.31,6.94,381,25.15,high,73.07,None
Uttar Pradesh,November,2020,123.5,7.24,7.58,5.66,178,15.0,moderate,47.06,Cholera
Arunachal Pradesh,December,2020,36.5,7.32,3.69,7.12,103,18.02,moderate,25.28,None
Maharashtra,November,2022,118.4,7.21,2.89,8.32,86,20.22,low,16.59,None
Meghalaya,January,2022,42.3,7.12,0.5,7.89,93,17.7,low,12.05,Hepatitis A
Tamil Nadu,May,2020,45.0,7.22,5.57,6.32,87,26.84,moderate,33.86,None
Karnataka,December,2020,187.4,8.29,4.23,6.35,92,20.53,moderate,39.07,None
Bihar,October,2024,152.6,6.35,7.8,7.63,194,24.16,moderate,45.43,None
Goa,June,2021,402.1,7.29,12.14,7.36,472,27.99,severe,97.89,Hepatitis A
Telangana,March,2022,17.4,6.78,1.71,8.51,110,24.99,low,19.11,None
Jharkhand,February,2021,54.4,6.74,3.86,7.09,106,17.27,moderate,25.47,Typhoid Fever
Karnataka,September,2020,404.2,6.59,6.01,5.31,432,22.62,severe,88.9,None
Gujarat,June,2023,337.8,6.54,10.43,6.47,381,26.86,severe,89.57,Giardiasis
Uttarakhand,July,2022,295.6,6.89,10.07,7.35,387,25.87,high,66.13,Dysentery
Meghalaya,March,2020,28.0,7.2,4.9,7.82,98,26.58,moderate,25.79,None
Punjab,January,2021,25.3,7.06,4.96,8.96,100,21.07,low,21.05,None
Madhya Pradesh,January,2022,30.3,6.68,3.35,4.45,124,15.1,moderate,40.05,None
Karnataka,December,2020,41.1,7.38,0.65,8.73,99,17.55,low,15.0,Typhoid Fever
Karnataka,November,2023,158.9,7.53,2.29,8.47,104,18.79,low,20.28,None
Chhattisgarh,December,2022,122.8,7.11,3.32,8.26,114,15.61,low,19.14,None
Punjab,August,2022,180.8,7.56,10.71,5.99,180,28.32,high,59.23,Dysentery
Jharkhand,February,2022,43.3,6.59,4.11,6.76,110,18.52,moderate,29.52,None
Andhra Pradesh,October,2024,71.1,7.28,5.25,9.2,111,26.68,moderate,27.74,None
Tamil Nadu,August,2024,277.2,6.39,9.68,5.6,360,25.09,severe,76.01,Dysentery
Assam,March,2022,41.7,6.7,3.21,6.03,107,28.81,moderate,34.37,None
Nagaland,April,2021,2.1,7.03,5.03,6.9,98,25.59,moderate,28.46,None
Jharkhand,September,2022,475.3,6.42,7.35,9.06,519,23.36,severe,88.9,Typhoid Fever
Meghalaya,January,2022,54.0,6.12,4.62,4.94,105,20.07,moderate,43.88,None
Mizoram,December,2024,152.3,8.14,4.92,5.06,97,20.94,moderate,46.11,None
Telangana,November,2024,60.6,7.45,3.09,7.06,115,24.12,moderate,28.94,Dysentery
Rajasthan,April,2022,25.8,7.86,0.81,4.24,97,25.51,moderate,41.48,None
Himachal Pradesh,April,2022,32.3,7.01,0.5,8.36,104,33.4,low,18.2,None
Uttar Pradesh,May,2020,55.7,7.8,7.46,6.39,165,30.88,high,52.91,None
Andhra Pradesh,December,2020,42.8,6.56,2.6,6.03,92,15.97,moderate,28.65,Giardiasis
Odisha,February,2020,14.1,7.44,8.75,5.66,86,19.9,moderate,42.2,None
Haryana,June,2021,92.7,6.29,0.5,6.03,144,30.0,moderate,37.35,Typhoid Fever
Bihar,March,2021,61.4,7.68,0.5,8.7,198,25.98,moderate,30.59,None
Mizoram,December,2020,112.0,7.75,2.63,8.84,101,20.71,low,23.21,Typhoid Fever
Sikkim,November,2020,18.5,7.72,3.84,8.79,101,20.93,moderate,25.44,None
Assam,March,2024,28.9,7.13,5.5,7.04,105,26.51,moderate,30.86,None
Uttarakhand,June,2022,241.6,7.25,10.6,6.44,336,26.95,high,68.58,Dysentery
Jharkhand,February,2024,24.2,6.66,3.05,8.13,108,20.37,low,20.48,None
Madhya Pradesh,April,2024,59.9,7.93,3.92,7.96,142,24.14,moderate,33.61,None
Nagaland,May,2020,11.4,7.26,2.14,9.01,112,27.67,low,21.91,None
Chhattisgarh,June,2021,573.7,7.21,10.21,8.38,583,30.33,severe,103.18,Hepatitis A
Sikkim,May,2023,16.9,6.58,6.65,4.57,121,25.59,moderate,49.55,None
Maharashtra,January,2020,40.4,6.78,1.75,5.91,101,18.27,moderate,26.25,None
Uttar Pradesh,June,2021,143.8,7.62,12.99,11.45,307,29.95,high,67.86,Cholera
Odisha,June,2022,331.6,7.14,6.78,8.52,411,29.15,high,72.76,None
Madhya Pradesh,February,2022,27.1,7.04,6.84,5.96,134,23.3,moderate,39.33,None
Rajasthan,April,2023,0.0,7.92,7.43,6.18,105,29.75,moderate,48.53,None
West Bengal,April,2022,79.6,7.55,1.02,9.94,193,25.4,moderate,29.54,None
Arunachal Pradesh,December,2021,55.6,6.93,2.47,4.53,93,21.03,moderate,32.8,None
Arunachal Pradesh,February,2020,23.2,7.07,5.42,7.0,100,23.77,moderate,28.43,None
Gujarat,September,2022,122.6,6.64,8.72,4.17,136,23.62,high,55.6,Typhoid Fever
Odisha,June,2022,433.0,6.01,9.15,6.51,490,21.54,severe,102.5,Dysentery
Chhattisgarh,May,2024,7.6,6.93,5.01,8.31,100,28.93,moderate,25.19,None
Maharashtra,October,2020,80.3,7.42,1.8,5.39,118,27.01,moderate,36.16,None
Meghalaya,September,2020,297.4,6.81,8.16,6.6,366,32.27,high,67.96,None
Maharashtra,January,2024,46.8,7.28,2.23,5.2,118,16.95,moderate,33.06,None
Odisha,July,2023,301.1,6.2,9.12,5.95,370,27.02,severe,92.4,Cholera
Assam,December,2022,99.8,6.86,3.39,4.35,89,23.16,moderate,36.91,None
Assam,December,2022,62.4,7.59,6.44,9.1,105,21.75,moderate,30.16,None
Rajasthan,November,2023,69.2,7.63,4.8,5.88,91,21.69,moderate,36.45,Cholera
Tripura,April,2021,19.3,7.0,4.39,6.16,93,31.85,moderate,33.2,None
Karnataka,August,2022,421.3,7.09,11.85,7.39,472,29.08,severe,95.27,Typhoid Fever
Sikkim,December,2022,134.8,7.3,9.14,6.0,85,20.76,moderate,40.16,Hepatitis A
Manipur,March,2023,26.6,7.85,4.99,4.14,92,24.87,moderate,49.41,None
Rajasthan,May,2024,13.9,8.5,2.26,7.32,94,24.98,moderate,34.81,None
Haryana,October,2023,81.9,7.0,5.38,6.75,96,27.41,moderate,30.31,None
Punjab,July,2022,538.8,6.74,10.56,4.97,543,27.72,severe,116.44,Typhoid Fever
Mizoram,May,2023,30.0,6.58,3.75,3.95,100,24.14,moderate,44.02,None
Gujarat,April,2022,15.0,7.87,5.11,4.34,110,28.17,high,52.31,None
Nagaland,March,2024,26.0,7.63,6.92,5.83,113,24.76,moderate,44.67,None
Andhra Pradesh,December,2022,125.0,6.85,5.93,9.2,85,18.5,low,21.86,None
Rajasthan,July,2022,206.6,6.85,7.44,4.83,288,24.57,high,63.32,None
Uttar Pradesh,May,2023,31.8,7.36,0.92,7.12,185,30.23,moderate,33.46,Giardiasis
Uttar Pradesh,December,2024,78.7,7.16,8.13,5.99,196,21.21,moderate,48.12,Dysentery
Sikkim,July,2024,157.8,7.45,8.48,8.22,162,23.14,moderate,39.23,None
Haryana,December,2023,102.9,7.44,2.83,8.87,116,18.32,low,21.66,None
Chhattisgarh,November,2020,127.9,7.63,2.69,6.41,80,21.81,moderate,28.53,None
Jharkhand,September,2023,459.7,6.19,9.61,8.7,487,23.88,severe,93.55,Dysentery
Chhattisgarh,November,2021,64.6,6.99,2.49,6.8,91,18.49,low,20.18,None
Sikkim,December,2024,156.8,6.72,1.57,7.39,95,24.06,low,20.52,Typhoid Fever
Odisha,March,2022,42.2,7.95,4.75,8.02,106,24.17,moderate,31.69,None
Chhattisgarh,April,2024,31.4,7.62,3.84,10.2,113,27.67,moderate,29.02,Typhoid Fever
West Bengal,August,2020,437.7,7.09,16.7,8.53,765,23.49,severe,135.05,Hepatitis A
Manipur,October,2023,70.6,6.61,3.87,6.42,107,24.83,moderate,32.65,None
Jharkhand,September,2024,344.2,7.18,9.26,6.15,385,24.81,severe,84.57,None
Odisha,March,2023,49.9,7.34,5.56,4.72,87,23.44,moderate,41.34,None
Chhattisgarh,August,2024,414.7,7.0,15.65,4.7,487,26.15,severe,119.49,Dysentery
Bihar,December,2024,53.7,7.01,5.67,9.95,214,24.85,moderate,35.27,None
Haryana,August,2024,376.0,7.42,8.97,5.18,436,32.26,severe,103.16,Dysentery
Odisha,April,2021,49.1,6.67,2.58,6.73,94,29.6,moderate,29.01,None
Manipur,June,2021,299.1,7.86,7.98,11.3,355,31.53,high,65.83,None
Meghalaya,December,2021,199.0,6.83,3.0,6.71,91,23.97,moderate,25.23,None
Mizoram,August,2022,187.9,7.11,7.16,7.05,138,27.81,moderate,37.88,None
Telangana,December,2022,123.1,7.04,3.78,6.29,89,22.99,moderate,26.91,None
Tripura,September,2023,400.9,7.51,10.39,7.87,460,23.21,severe,88.96,None
Nagaland,November,2023,48.8,7.27,0.84,7.21,94,18.11,low,17.73,Typhoid Fever
Haryana,October,2020,59.5,7.34,4.43,6.88,94,30.93,moderate,32.73,Typhoid Fever
Bihar,December,2021,155.3,6.49,5.89,9.56,196,20.18,moderate,36.57,Dysentery
Uttarakhand,March,2022,32.3,7.43,3.14,6.45,100,26.88,moderate,31.77,Dysentery
Bihar,March,2023,4.8,7.76,8.85,6.0,216,30.34,high,62.07,Dysentery
Mizoram,September,2024,292.6,6.91,6.42,8.48,336,24.96,moderate,49.82,None
Chhattisgarh,August,2024,388.1,7.3,7.39,8.66,454,24.55,severe,78.55,None
Gujarat,June,2024,256.5,7.01,7.51,7.06,345,29.27,high,58.95,None
West Bengal,March,2023,40.0,7.08,4.13,6.28,137,20.46,moderate,31.59,None
Mizoram,August,2023,413.0,6.21,14.25,5.18,471,25.46,severe,120.4,Dysentery
Manipur,February,2021,31.8,8.2,2.59,8.29,106,20.65,moderate,28.1,Typhoid Fever
West Bengal,March,2024,0.0,7.14,6.11,5.49,128,25.99,moderate,41.96,None
West Bengal,June,2023,358.2,6.72,11.72,8.11,621,27.31,severe,110.39,Cholera
Karnataka,August,2021,352.8,7.32,11.09,7.07,418,24.18,severe,88.7,Cholera
Manipur,April,2024,41.6,7.07,1.83,8.46,107,24.13,low,17.12,None
Gujarat,January,2021,24.3,6.98,0.5,6.76,111,16.5,low,18.5,None
Manipur,August,2021,504.9,6.43,13.45,7.56,558,28.63,severe,113.9,Cholera
Mizoram,June,2020,518.3,6.21,10.41,4.54,549,29.67,severe,126.91,Dysentery
Rajasthan,June,2021,172.7,7.5,7.49,5.72,162,23.45,moderate,49.3,Hepatitis A
West Bengal,August,2023,248.7,6.35,8.73,8.54,571,25.45,severe,83.79,Hepatitis A
Uttarakhand,February,2020,21.8,6.26,5.38,6.15,112,18.05,moderate,38.61,None
Tamil Nadu,June,2021,356.2,6.13,5.42,5.69,373,23.46,severe,84.14,None
Nagaland,July,2022,381.2,6.33,16.05,6.3,459,27.04,severe,116.06,None
Assam,April,2023,25.5,7.45,2.24,4.93,90,27.21,moderate,36.94,Hepatitis A
Gujarat,May,2022,8.2,7.33,0.5,6.46,89,32.45,moderate,27.13,None
Uttar Pradesh,May,2021,46.5,6.53,0.5,5.25,199,32.1,moderate,45.4,None
Mizoram,June,2023,240.5,7.0,6.24,5.76,318,30.28,high,60.62,None
Karnataka,December,2022,141.3,7.12,3.76,4.19,103,21.26,moderate,38.7,None
Tamil Nadu,September,2021,262.4,5.93,2.09,8.62,334,26.58,high,51.57,Giardiasis
Nagaland,October,2023,114.5,7.18,4.45,5.6,92,25.1,moderate,34.45,Cholera
Goa,November,2021,264.4,6.59,6.43,6.69,227,15.9,moderate,46.21,None
Meghalaya,February,2020,0.0,6.96,5.57,8.27,91,17.67,low,20.64,None
Punjab,February,2020,44.9,6.56,3.03,6.15,99,19.23,moderate,29.61,None
Uttar Pradesh,February,2020,13.9,7.21,5.81,6.35,194,19.21,moderate,41.37,None
Andhra Pradesh,April,2023,50.6,6.68,4.06,6.96,123,26.63,moderate,32.14,None
Chhattisgarh,May,2023,22.0,7.03,2.58,10.02,102,24.3,low,17.81,None
Andhra Pradesh,September,2022,141.7,6.97,7.43,7.53,154,22.27,moderate,34.05,None
Chhattisgarh,December,2021,188.4,7.15,4.81,4.5,94,20.33,moderate,38.19,None
Meghalaya,May,2024,107.7,6.7,3.5,6.1,122,27.77,moderate,35.59,Cholera
Tripura,August,2020,323.6,6.84,9.64,8.63,415,23.74,severe,77.1,Dysentery
West Bengal,September,2020,379.6,6.86,14.14,10.1,696,25.55,severe,122.47,Cholera
Nagaland,February,2023,35.2,7.52,5.45,6.52,105,20.58,moderate,34.29,None
Karnataka,May,2022,52.8,8.11,2.96,8.4,104,30.77,moderate,32.8,None
Bihar,April,2020,37.0,6.7,2.98,8.34,224,28.85,moderate,35.78,Dysentery
Chhattisgarh,March,2024,14.5,7.86,2.67,7.28,103,24.65,moderate,30.17,Cholera
Kerala,March,2023,48.4,7.7,7.39,9.0,111,28.29,moderate,37.02,Cholera
Telangana,April,2022,29.3,7.44,3.69,5.9,108,30.79,moderate,38.48,None
Kerala,November,2020,100.5,7.15,2.83,5.62,104,19.05,moderate,29.46,None
Gujarat,April,2023,59.3,7.15,5.58,8.17,101,31.28,moderate,28.4,None
Rajasthan,December,2021,56.6,8.34,5.57,5.91,102,22.91,moderate,46.64,Hepatitis A
Telangana,October,2024,111.6,7.63,2.82,7.25,92,17.96,low,24.89,None
Haryana,April,2022,33.0,7.82,0.8,8.04,90,23.82,low,20.71,None
Telangana,June,2024,216.3,7.22,7.86,7.55,306,29.58,high,55.56,None
Gujarat,October,2020,109.4,8.18,3.12,8.05,102,23.33,moderate,29.9,Hepatitis A
West Bengal,May,2024,0.0,7.13,3.77,7.04,155,27.85,moderate,33.06,None
Mizoram,January,2022,36.6,7.41,5.13,8.63,109,21.79,moderate,26.16,None
West Bengal,July,2024,334.1,7.11,11.52,6.78,648,27.36,severe,118.46,Cholera
Kerala,May,2022,73.4,7.61,7.74,7.91,93,25.45,moderate,34.06,None
Assam,May,2023,30.0,7.09,7.7,5.92,116,27.33,moderate,41.96,None
Jharkhand,December,2022,56.4,7.86,5.81,4.84,99,18.39,moderate,45.92,None
Meghalaya,December,2020,211.8,8.25,6.93,7.35,184,18.54,moderate,48.01,Cholera
Uttar Pradesh,March,2024,8.2,6.34,5.9,6.1,160,26.96,moderate,47.38,Typhoid Fever
Mizoram,September,2023,346.5,6.53,9.34,7.23,393,20.18,severe,79.94,None
Chhattisgarh,January,2024,29.4,6.79,3.86,5.17,113,19.22,moderate,35.27,None
Kerala,July,2024,456.8,6.44,11.11,7.33,475,22.78,severe,96.07,None
